,name,aroma,colour,country_of_origin,family,flavour,ingredients,producers,region,rind,texture,type,vegetarian,synonyms,fat_content,alternative_spellings,calcium_content,fat_content_(in_dry_matter)
591,echo-mountain-blue,"clean, goaty, rich",pale yellow,united states,blue,"earthy, subtle, tangy",unpasteurized cow's and goat's milk,rogue creamery,oregon,natural,dense and smooth,"semi-soft, blue-veined",yes,,,,,
592,edam,,pale yellow,holland,,"mild, nutty, salty",pasteurized cow's or goat's milk,frieslandcampina,edam,waxed,compact,semi-hard,no,edammer,28%,,,
593,edelpilz,,,germany,blue,"spicy, strong",cow's milk,,,,,"semi-hard, blue-veined",no,,22 %,,,
594,edith,mild,white,australia,brie,savory,pasteurized goat's milk,woodside cheese wrights,south australia,ash coated,"creamy, runny, smooth, soft and soft-ripened","soft, artisan, soft-ripened",yes,,40%,,,
595,el-trigal-manchego,mild,ivory,spain,,"full-flavored, nutty",pasteurized sheep's milk,forever cheese,la mancha,natural,"buttery, compact and firm","hard, artisan",no,"manchego, manchego el trigal dop reserva",15%,,,
596,elberton-blue,rich,yellow,united states,blue,"buttery, creamy, savory",unpasteurized cow's milk,nature's harmony farm,georgia,natural,"creamy, crumbly, dense and firm","hard, blue-veined",yes,,,,,
597,elk-mountain,nutty,ivory,united states,tomme,"meaty, sharp, tangy",unpasteurized goat's milk,pholia farm creamery and dairy,oregon,natural,"dense, dry, firm, open and smooth","hard, artisan",yes,elk mtn,,,,
598,ellington,pleasant,white,united states,,"full-flavored, sweet",goat's milk,looking glass creamery,fairview,bloomy,"creamy, soft and soft-ripened","semi-soft, artisan, soft-ripened",,,,ellington trifecta,,
599,emental-grand-cru,,pale yellow,switzerland,,"fruity, nutty, sweet",unpasteurized cow's milk,various,,washed,firm,"soft, artisan",no,,40%,emmental grand cru,,
600,emlett,,,england,,,sheep's milk,,,,,soft,no,,40%,,,
601,emmental,,,switzerland,,,cow's milk,entremont,,,,hard,no,,,"emmenthal, emmenthaler, emmentaler",,
602,epoisses-de-bourgogne,pungent,,france,,"salty, spicy, sweet",cow's milk,"fromagerie lincet, jacques hennart","côte-d'or, époisses",washed,"chewy, creamy and firm","soft, smear-ripened",,,,,,
603,esbareich,strong,pale yellow,france,,"fruity, nutty",cow's milk,,aquitaine-pyrenees,washed,firm,"semi-hard, artisan",no,,30.5%,l'esbareich,,
604,esrom,"aromatic, pungent, rich, stinky",pale yellow,denmark,,"spicy, strong",pasteurized cow's milk,arla foods,,washed,open and supple,"semi-soft, artisan",no,danish port salut,,,,
605,essex-comte,buttery,,france,,"buttery, citrusy, creamy",unpasteurized cow's milk,,franche-comté,,buttery,hard,,essex reserve comté,,,,
606,estero-gold-reserve,,yellow,united states,parmesan,"creamy, strong, sweet",unpasteurized cow's milk,valley ford cheese company,"valley ford, ca",natural,"crumbly, crystalline, dense, flaky and grainy",hard,no,,,,,
607,etorki,earthy,ivory,france,,"burnt caramel, sweet",pasteurized sheep's milk,bongrain,"mauléon-licharre, pyrénées-atlantiques",natural,smooth and supple,"hard, artisan",no,,,,,
608,etzy-ketzy,"clean, herbal",pale yellow,australia,,"creamy, full-flavored, herbaceous, smooth",pasteurized cow's and goat's milk,woodside cheese wrights,south australia,washed,"creamy, firm, smooth and soft","semi firm, artisan",yes,,25%,,,
609,evans-creek-greek,"aromatic, herbal, pleasant, smokey",white,united states,feta,"acidic, herbaceous, milky, smokey , spicy",goat's milk,pholia farm creamery and dairy,oregon,rindless,creamy and crumbly,"fresh firm, brined, whey",yes,pholia pheta,,,,
610,evansdale-farmhouse-brie,grassy,straw,new zealand,brie,"buttery, mushroomy, smokey",pasteurized cow's milk,evansdale cheese,waikouaiti,bloomy,"creamy, firm and smooth","soft, artisan",no,,,evansdale farmhouse brie smoked,,
611,evora-de-lalentejo,,pale yellow,portugal,,"acidic, fruity, salty, sour",unpasteurized sheep's milk,,"evora, alentejo",natural,firm and open,"semi-hard, artisan",no,,,"queijo de evora, evora cheese dop",,
612,ewelicious-blue,sweet,,united states,blue,sweet,unpasteurized sheep's milk,bleating heart cheese,southern california,natural,crumbly and dense,"firm, artisan, blue-veined",,,,,,
613,ewes-blue,"rich, sweet",ivory,united states,blue,"acidic, creamy, full-flavored, sweet",sheep's milk,old chatham sheepherding company,,rindless,creamy,"semi firm, blue-veined",yes,ewe's blue wedge,,,,
614,exmoor-blue,strong,cream,england and united kingdom,blue,"buttery, tangy",unpasteurized cow's milk,the exmoor blue cheese company,somerset,natural,creamy,"semi-soft, blue-veined",yes,,,,,
615,explorateur,,ivory,france,,mild,cow's milk,fromagerie du petit morin,île-de-france,bloomy,smooth and soft-ripened,soft,no,,75%,,,
616,extra-mature-wensleydale,strong,yellow,united kingdom,,"full-flavored, milky, sharp, strong",pasteurized cow's milk,wensleydale creamery,north yorkshire,cloth wrapped,"crumbly, dense and grainy","hard, artisan",no,,48%,,,
617,farm-chanco,,yellow,chile,,mild,unpasteurized cow's milk,,maule,natural,"firm, open and smooth",semi-hard,no,,26-28%,queso chanco,,
618,farm-house-clothbound-cheddar,"earthy, floral",yellow,canada,cheddar,"sharp, smooth",pasteurized cow's milk,the farm house natural cheeses,british columbia,cloth wrapped,crumbly and dense,hard,no,,,,,
619,farmer,rich,ivory,united states,,creamy,"cow's, goat's or sheep's milk",,,natural,creamy,"soft, artisan",,,,,,
620,farmhouse-gouda,"rich, ripe",yellow,united states,gouda,"creamy, full-flavored, mild, nutty, sweet",unpasteurized cow's milk,rockhill creamery,utah,natural,"brittle, compact, crumbly, dense and flaky","semi-hard, hard, artisan",,,,,,
621,fat-bottom-girl,"nutty, subtle",pale yellow,united states,,"buttery, salty",unpasteurized sheep's milk,bleating heart cheese,california,washed,firm,"semi-hard, artisan",,,,,,
622,fellowship-too,woody,pale yellow,canada and italy,,nutty,pasteurized cow's and sheep's milk,fifth town artisan cheese,lombardy,natural,crumbly and firm,"hard, artisan",,,,,,
623,fermiere,strong,yellow,canada,,"piquant, sharp",pasteurized cow's milk,the farm house natural cheeses,british columbia,natural,crumbly,"hard, artisan",no,,,,,
624,feta,"nutty, strong",white,greece,feta,"full-flavored, salty, tangy",pasteurized or unpasteurized goat's and sheep's milk,christakis greek cheeses,"macedonia, thrace, thessaly, central mainland greece, the peloponnese and lesvos",,"creamy, crumbly, grainy and open","soft, brined",no,,21 g/100g,,493 mg/100g,16%
625,ficaccio,"fresh, herbal",pale yellow,italy,,"sweet, tart",buffalo's and cow's milk,casa madaio,campania,leaf wrapped,smooth and soft,"soft, soft-ripened",no,,,,,
626,fiery-rebel,"milky, spicy, sweet",yellow,austria,,"creamy, smokey , spicy",unpasteurized cow's milk,sulzberger käserebellen sennerei gmbh,sulzberg,natural,creamy,"semi-hard, artisan",,feuerrebell,50%,,,
627,fiesta-cheddar,spicy,yellow,united states,cheddar,"sharp, spicy",unpasteurized cow's milk,muranda cheese company,ny,natural,crumbly,"semi-hard, artisan",,,,,,
628,figaro,"aromatic, fermented, floral",white,australia,,"full-flavored, herbaceous",pasteurized goat's milk,woodside cheese wrights,south australia,leaf wrapped,"crumbly, dense and smooth","semi-hard, artisan, smear-ripened",no,,32%,,,
629,figue,"aromatic, milky",white,france,,"full-flavored, sour",unpasteurized goat's milk,,provence,natural,creamy and sticky,"soft, artisan",no,,,chèvre figue à la rose,,
630,filetta,"earthy, herbal",pale yellow,france,,"herbaceous, mild, mushroomy",pasteurized goat's or sheep's milk,a filetta,isolaccio,washed,"dense, smooth and supple","soft, artisan",no,,45%,"filetta corsica , a filetta, a filetta brebis, a filetta petit brebis, a filetta chèvre",,
631,fin-de-siecle,,,france,,,cow's milk,,pays de bray,,creamy,soft,no,,72%,,,
632,finca-pascualete-mini-torta,floral,cream,spain,,"creamy, smooth",sheep's milk,finca pascualete creamery,,,creamy and smooth,soft,,,26%,,,
633,finn,"earthy, fresh",white,england and united kingdom,,"buttery, nutty, salty, sweet",unpasteurized cow's milk,neal's yard dairy,herefordshire,bloomy,creamy and firm,"soft, artisan",no,,75%,,,
634,fior-di-latte,"fresh, mild",pale yellow,australia,mozzarella,"mild, milky, tangy",pasteurized cow's milk,paesanella cheese manufacturers,new south wales,rindless,elastic,"semi-soft, brined",yes,,17.1 g/100g,,,
635,fiore-sardo,,straw,italy,pecorino,"burnt caramel, fruity, nutty, salty",unpasteurized sheep's milk,,"sardinian provinces of cagliari, nuoro, oristano and sassari",natural,"dense, firm and oily","hard, artisan",no,pecorino sardo,,,,
636,fiscalini-bandaged-cheddar,"buttery, rich, smokey",straw,united states,cheddar,"earthy, nutty, smokey",unpasteurized cow's milk,fiscalini cheese company,"modesto, california",natural,crumbly and firm,hard,yes,,17%,,,
637,fitaki-white-cheese,fresh,white,germany,brie,"piquant, salty",pasteurized cow's milk,käserei champignon,allgäu,,creamy,"fresh soft, brined",,,,,,
638,fitness-rebel,"aromatic, fresh",pale yellow,austria,,"citrusy, creamy, milky",unpasteurized cow's milk,sulzberger käserebellen sennerei gmbh,sulzberg,natural,"compact, creamy and open","semi-hard, artisan",,fitnessrebell,35%,,,
639,five-counties,mild,,england,,"buttery, mild, salty",cow's milk,ilchester cheese company,somerset,,smooth,semi firm,,"saxon shire, somerdale territorials, five shires, five territories",,,,
640,flagship-block,nutty,,united states,,"creamy, nutty",cow's milk,beecher's,,,creamy and crumbly,"semi-hard, artisan",,flagship,,,,
641,flashback-goat-disks,herbal,,united states,blue,,pasteurized goat's milk,cypress grove chevre,california,,soft,"soft, artisan",,,,,,
642,fleur-du-maquis,"herbal, musty, nutty",white,france,,"citrusy, mild, sour, tangy",pasteurized sheep's milk,,corsica,natural,creamy,"semi-soft, artisan",no,,45%,,,
643,flor-de-guia,,pale yellow,spain,,buttery,"cow's, goat's and sheep's milk",various,gran canaria,,,"soft, semi-hard, artisan",no,,40%,,,
644,florys-truckle-cheddar,"rich, spicy",yellow,united states,cheddar,"buttery, caramel, fruity, grassy, nutty",unpasteurized cow's milk,milton creamery llc,iowa,natural,"crumbly, dense and dry","hard, artisan",yes,,,,,
645,flower-marie,aromatic,ivory,england and united kingdom,,"citrusy, mushroomy, sweet, tangy",unpasteurized sheep's milk,golden cross cheese company ltd,"greenacres farm near lewes, sussex",mold ripened,creamy,"soft, artisan",yes,,,,,
646,foggy-morning,fresh,ivory,united states,,"savory, subtle, tangy",pasteurized cow's milk,nicasio valley cheese company,california,mold ripened,creamy,"soft, artisan",no,foggy morning with basil & garlic,,,,
647,folded-cheese-with-mint,"fresh, herbal, pleasant",white,eastern mediterranean,mozzarella,"herbaceous, salty",cow's milk,,,natural,firm,"semi-hard, brined",no,halloumi with mint,,folded,,
648,fondant-de-brebis,"aromatic, fresh",pale yellow,france,,sweet,unpasteurized sheep's milk,,pyrenees,natural,creamy,"soft, artisan",no,,,,,
649,fontainebleau,"fresh, mild, milky",white,france,,"mild, milky, smooth, sweet",pasteurized or unpasteurized cow's milk,,ile-de-france,rindless,"creamy, smooth and spreadable",soft,no,,60%,,,
650,fontiago,rich,pale yellow,united states,,"sweet, tangy",pasteurized cow's milk,emmi roth usa,wisconsin,,creamy,semi-hard,,,,,,
651,fontina,"mild, yeasty",ivory,united states,,"creamy, smooth, tart",pasteurized cow's milk,emmi roth usa,wisconsin,natural,creamy,hard,,,,,,
652,fontina-val-daosta,"aromatic, rich",pale yellow,italy,,"mild, nutty, strong, sweet, tangy",unpasteurized cow's milk,caseificio vallet pietro e figli & c. s.n.c.,aosta valley,washed,"creamy, dense, firm, open, smooth and supple","semi-soft, artisan",no,"fontinella, fontal",45%,"fontina dop, fontina pdo",,
653,forest-rebel,,yellow,austria,,woody,unpasteurized cow's milk,sulzberger käserebellen sennerei gmbh,sulzberg,natural,"creamy, firm and open","semi-hard, artisan",,holzerrebell,50%,,,
654,formagella,"grassy, mild",white,united states,brie,"mild, smooth, sour, tangy",pasteurized cow's milk,nicasio valley cheese company,california,bloomy,creamy,"semi-soft, soft-ripened",no,,,,,
655,formaggio-di-capra,goaty,white,italy,,tangy,goat's milk,,,,,,no,goat milk cheese,,,,
656,formaggio-di-grotta,strong,ivory,italy,,spicy,pasteurized cow's milk,moro latteria di moro sergio,"treviso, veneto",natural,firm,"semi firm, artisan",,,,,,
657,forme,"fresh, pleasant",white,italy,,"creamy, herbaceous, subtle",pasteurized cow's milk,la casearia carpenedo s.r.l.,veneto,leaf wrapped,creamy,soft,no,,,,,
658,forsterkase,"pungent, stinky",ivory,switzerland,swiss cheese,"floral, spicy, woody",unpasteurized cow's milk,,"sankt gallen, krümmenswil",mold ripened,"firm, smooth and supple","semi-soft, artisan",no,,,"försterkäse, krümmenswiler försterkäse",,
659,fortsonia,rich,yellow,united states,,"caramel, nutty, sweet",pasteurized cow's milk,nature's harmony farm,georgia,natural,dense and firm,"hard, artisan",,,,"twisted fortsonia, fortsonia reserve",,
660,fou-du-roy,"buttery, grassy, nutty",cream,canada,,creamy,pasteurized cow's milk,fromagiers de la table ronde,quebec,washed,"creamy, soft and supple","semi-soft, artisan, smear-ripened",,,,,,
661,fougerus,"earthy, woody",white,france,brie,"salty, sweet",unpasteurized cow's milk,rouzaire,seine-et-marne,bloomy,creamy and smooth,"soft, artisan, soft-ripened",yes,,45%,,,
662,four-corners,buttery,ivory,united states,,"buttery, tangy",unpasteurized cow's milk,cobb hill farm,vermont,natural,firm,hard,,,,,,
663,four-herb-gouda,fresh,,new zealand,,nutty,unpasteurized cow's milk,rients rympa,,natural,chewy,hard,yes,,,,,
664,fourme-de-haute-loire,fresh,pale yellow,france,,"mild, smooth",pasteurized cow's milk,,rhone-alpes,natural,crumbly and firm,"soft, blue-veined",no,,,,,
665,fourme-de-montbrison,musty,pale yellow,france,blue,"mild, milky, woody",unpasteurized cow's milk,societe fromagere de st bonnet,rhone-alpes and auvergne,natural,,"semi-hard, semi firm, artisan",no,,50%,,,
666,fox-hill-gouda,"buttery, milky, nutty",pale yellow,canada,gouda,"creamy, mild, nutty, sharp, spicy",pasteurized cow's milk,fox hill cheese house,nova scotia,rindless,"compact, elastic and firm","semi-hard, artisan",,fox hill smoke flavoured gouda,,,,
667,fox-hill-parmesan,"fruity, nutty",straw,canada,parmesan,"nutty, salty",unpasteurized cow's milk,fox hill cheese house,nova scotia,natural,"dense, firm and grainy","hard, artisan",,foxhill parmesran,26%,,,
668,fragolone,fruity,,italy,pasta filata,"pronounced, strong",unpasteurized cow's milk,la casearia carpenedo s.r.l.,veneto,natural,"elastic, soft, stringy and supple",semi-soft,no,,,,,
669,francis,"pungent, rich",pale yellow,"england, great britain and united kingdom",,"full-flavored, pronounced",pasteurized cow's milk,"james’s cheese, lyburn farm",landford,washed,"buttery, open, smooth, soft and supple","semi-soft, artisan",yes,,,,,
670,fresh-chevre,fresh,white,united states,,"mild, tangy",pasteurized goat's milk,,california,rindless,creamy and soft,"fresh soft, artisan",,,,,,
671,fresh-crottin,"buttery, floral, fresh",white,united states,,"floral, lemony",pasteurized goat's milk,vermont creamery,vermont,,creamy,"soft, artisan",,,,,,
672,fresh-fior-di-latte,"milky, sweet",white,australia,mozzarella,"milky, smooth, sweet",pasteurized cow's milk,paesanella cheese manufacturers,new south wales,rindless,"elastic, smooth and soft",semi-soft,yes,,14.6 g/100g,,,
673,fresh-hand-stretched-mozzarella,fresh,cream,united states,mozzarella,"full-flavored, mild, milky",pasteurized cow's milk,fuzzy udder creamery,unity,natural,"creamy, elastic, smooth, springy and stringy","fresh soft, artisan",,,,,,
674,fresh-jack,fresh,pale yellow,united states,monterey jack,mild,pasteurized cow's milk,,"monterey, california",,creamy and springy,semi-soft,yes,,,,,
675,fresh-mozzarella,fresh,white,italy,mozzarella,"acidic, mild, milky",pasteurized or unpasteurized cow's or water buffalo's milk,,campania,rindless,creamy and smooth,"fresh soft, artisan, brined",no,mozzarella fresco,22 g/100g,,500 mg/100g,
676,fresh-ricotta,fresh,white,italy,cottage,sweet,"pasteurized or unpasteurized cow's, goat's, sheep's and water buffalo's milk","canaan cheeses ltd, fine italian foods",,rindless,"creamy, fluffy and grainy","fresh firm, whey",no,"ricotta salata moliterna, ricotta piemontese, ricotta romana",10.1 g/100g,,,
677,fresh-truffles,"aromatic, earthy",,france and italy,,"full-flavored, nutty, spicy",cow's or sheep's milk,,,,,"soft, semi-soft, semi-hard, artisan",,,,truffle cheese,,
678,freyas-wheel,rich,cream,united states,,"creamy, salty, sweet",goat's milk,briar rose creamery,oregon,bloomy,chewy and firm,"semi-soft, artisan",,,,,,
679,friesago,"mild, pleasant",pale yellow,united states,,"grassy, nutty, piquant, tangy",pasteurized sheep's milk,shepherd's way farms,minnesota,natural,"dense, firm and grainy","semi-hard, artisan",yes,,,,,
680,friesla,sweet,pale yellow,england,,sweet,pasteurized sheep's milk,,devon,natural,firm,"semi-hard, artisan",no,,,,,
